source_ENSEMBL target_ENSEMBL interaction
ENSG00000102974 ENSG00000184254 -1
ENSG00000102974 ENSG00000151693 1
ENSG00000102974 ENSG00000164754 1
ENSG00000102974 ENSG00000121053 1
ENSG00000102974 ENSG00000074356 1
ENSG00000102974 ENSG00000123612 1
ENSG00000102974 ENSG00000139629 1
ENSG00000102974 ENSG00000130167 1
ENSG00000102974 ENSG00000148143 -1
ENSG00000102974 ENSG00000214046 1
ENSG00000102974 ENSG00000180424 1
ENSG00000102974 ENSG00000066084 1
ENSG00000102974 ENSG00000100528 1
ENSG00000102974 ENSG00000117408 1
ENSG00000102974 ENSG00000001626 1
ENSG00000102974 ENSG00000214274 1
ENSG00000102974 ENSG00000141458 -1
ENSG00000102974 ENSG00000174276 -1
ENSG00000102974 ENSG00000197054 -1
ENSG00000102974 ENSG00000007237 1
ENSG00000102974 ENSG00000148840 1
ENSG00000102974 ENSG00000105819 1
ENSG00000102974 ENSG00000156521 1
ENSG00000102974 ENSG00000100225 1
ENSG00000102974 ENSG00000143845 1
ENSG00000102974 ENSG00000168710 1
ENSG00000102974 ENSG00000130600 1
ENSG00000102974 ENSG00000174799 1
ENSG00000102974 ENSG00000113916 -1
ENSG00000102974 ENSG00000123297 1
ENSG00000102974 ENSG00000176024 1
ENSG00000102974 ENSG00000008300 1
ENSG00000102974 ENSG00000118960 1
ENSG00000102974 ENSG00000147434 1
ENSG00000102974 ENSG00000186106 1
ENSG00000102974 ENSG00000142192 1
ENSG00000102974 ENSG00000146250 1
ENSG00000102974 ENSG00000158042 1
ENSG00000102974 ENSG00000135454 1
ENSG00000102974 ENSG00000122643 -1
ENSG00000102974 ENSG00000114744 -1
ENSG00000102974 ENSG00000131051 -1
ENSG00000102974 ENSG00000163346 1
ENSG00000102974 ENSG00000119383 1
ENSG00000102974 ENSG00000118849 1
ENSG00000102974 ENSG00000142208 -1
ENSG00000102974 ENSG00000196739 1
ENSG00000102974 ENSG00000051620 1
ENSG00000102974 ENSG00000172936 1
ENSG00000102974 ENSG00000143341 1
ENSG00000102974 ENSG00000167244 1
ENSG00000102974 ENSG00000275152 1
ENSG00000102974 ENSG00000104320 1
ENSG00000102974 ENSG00000103067 -1
ENSG00000102974 ENSG00000132688 1
ENSG00000102974 ENSG00000185963 1
ENSG00000102974 ENSG00000164400 1
ENSG00000102974 ENSG00000147889 1
ENSG00000102974 ENSG00000154928 1
ENSG00000102974 ENSG00000213930 1
ENSG00000102974 ENSG00000163635 1
ENSG00000102974 ENSG00000136305 1
ENSG00000102974 ENSG00000104936 1
ENSG00000102974 ENSG00000121594 1
ENSG00000102974 ENSG00000009830 1
ENSG00000102974 ENSG00000144724 1
ENSG00000102974 ENSG00000163923 1
ENSG00000102974 ENSG00000159403 1
ENSG00000102974 ENSG00000105327 1
ENSG00000102974 ENSG00000214548 1
ENSG00000102974 ENSG00000064835 1
ENSG00000102974 ENSG00000132405 1
ENSG00000102974 ENSG00000198125 1
ENSG00000102974 ENSG00000161249 1
ENSG00000102974 ENSG00000142224 1
ENSG00000102974 ENSG00000110092 1
ENSG00000102974 ENSG00000139644 1
ENSG00000102974 ENSG00000141068 1
ENSG00000102974 ENSG00000044574 1
ENSG00000102974 ENSG00000007255 1
ENSG00000102974 ENSG00000182348 1
ENSG00000102974 ENSG00000111676 1
ENSG00000102974 ENSG00000132010 1
ENSG00000101412 ENSG00000197442 1
ENSG00000101412 ENSG00000121741 1
ENSG00000101412 ENSG00000068885 1
ENSG00000101412 ENSG00000115310 1
ENSG00000101412 ENSG00000276043 1
ENSG00000101412 ENSG00000104044 1
ENSG00000101412 ENSG00000160200 1
ENSG00000101412 ENSG00000157680 1
ENSG00000101412 ENSG00000170454 1
ENSG00000101412 ENSG00000156802 1
ENSG00000101412 ENSG00000124762 1
ENSG00000101412 ENSG00000073050 1
ENSG00000101412 ENSG00000051108 1
ENSG00000101412 ENSG00000153560 1
ENSG00000101412 ENSG00000198300 1
ENSG00000101412 ENSG00000158406 1
ENSG00000101412 ENSG00000094916 1
ENSG00000101412 ENSG00000135679 -1
ENSG00000101412 ENSG00000135801 1
ENSG00000101412 ENSG00000149187 1
ENSG00000101412 ENSG00000128052 1
